"","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","ENSEMBL","ENTREZID"
"1","GABRE",165.496057376761,3.33165470250068,0.380673805961818,8.75199357119635,2.09616346038541e-18,2.24886896847449e-14,"up","ENSG00000102287",2564
"2","ACSL5",123.41761512368,2.57458021372819,0.299428704831303,8.59830795173329,8.08999755798461e-18,5.78623592005586e-14,"up","ENSG00000197142",51703
"3","DHRS9",53.1882186185226,2.87335759685229,0.4731234448615,6.07316679834672,1.25412068732042e-09,1.01358164747846e-06,"up","ENSG00000073737",10170
"4","RHBG",36.7431034051388,2.41527403205884,0.410478068874542,5.88405134208775,4.00343558737304e-09,2.77102314187946e-06,"up","ENSG00000132677",57127
"5","PIK3CG",125.888091232674,2.12427050824881,0.381762539217656,5.5643765168842,2.63091347776545e-08,1.41128776231033e-05,"up","ENSG00000105851",5294
"6","CYP4F2",37.5088519717462,3.37957008792056,0.618729854830779,5.46210928975597,4.70510252259992e-08,2.14802946441333e-05,"up","ENSG00000186115",8529
"7","SGPP2",258.746579713151,2.36342404283649,0.434570324500921,5.43853068096802,5.37217597912936e-08,2.3524648976363e-05,"up","ENSG00000163082",130367
"8","SDR9C7",42.1554715154,3.26684749895451,0.61217124992592,5.33649285122397,9.47616065039237e-08,3.5671926153591e-05,"up","ENSG00000170426",121214
"9","AQP4",17.6150541542794,-2.70762598591734,0.5069145541017,-5.34138537552055,9.22389321378013e-08,3.5671926153591e-05,"down","ENSG00000171885",361
"10","IL1B",81.4939072637819,1.65683636862248,0.322150738524524,5.14304693576341,2.70318053301467e-07,7.43617239703791e-05,"up","ENSG00000125538",3553
"11","ALOX12B",42.9586025412075,3.18993431015797,0.639419049788561,4.98880086730728,6.07552330539592e-07,0.000138248492418482,"up","ENSG00000179477",242
"12","TYMP",1844.20836061937,1.7019045192922,0.344440725154493,4.941066473858,7.76964112676135e-07,0.00016986341072828,"up","ENSG00000025708",1890
"13","PLA2G4F",246.348247988495,2.2870891140595,0.463536937543114,4.93399539243143,8.05643409052761e-07,0.000172866906280451,"up","ENSG00000168907",255189
"14","ACSS3",17.8789960821888,-2.76168684550765,0.561509767500475,-4.91832378589089,8.72884445006518e-07,0.000185440411252523,"down","ENSG00000111058",79611
"15","FUT3",786.062480990101,1.84782592064619,0.383653192124799,4.81639657528279,1.46173873567485e-06,0.000275127439047152,"up","ENSG00000171124",2525
"16","ALDH2",96.8894171152374,2.48265152572787,0.52236577082498,4.75270713432654,2.00710974724062e-06,0.000358279471346265,"up","ENSG00000111275",217
"17","OAS2",1799.44986585112,1.90886259250747,0.402469166335521,4.74287908782591,2.10702040586062e-06,0.000367563714215864,"up","ENSG00000111335",4939
"18","SLC5A1",151.273348183504,2.31008390733167,0.495318945919079,4.66383110592557,3.10376147274856e-06,0.000496995596423625,"up","ENSG00000100170",6523
"19","ATP13A4",37.8835324181357,3.26798227707534,0.716332111164965,4.56210495961244,5.06433179390114e-06,0.000720478370498959,"up","ENSG00000127249",84239
"20","ATP10A",27.7619718644783,3.56013353103549,0.79699677123138,4.46693595199262,7.93478726738279e-06,0.000940644919316201,"up","ENSG00000206190",57194
"21","CES5A",22.2441001985548,2.76826049627844,0.62114349740694,4.45671653625125,8.32245328135288e-06,0.000970461490198112,"up","ENSG00000159398",221223
"22","CES5A",22.2441001985548,2.76826049627844,0.62114349740694,4.45671653625125,8.32245328135288e-06,0.000970461490198112,"up","ENSG00000261972",221223
"23","SCNN1D",142.406908776235,1.95246162618745,0.439184848931447,4.44564886730008,8.76269751579041e-06,0.00101086666987266,"up","ENSG00000162572",6339
