"","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","ENSEMBL","ENTREZID"
"1","CYP4X1",177.713479841958,1.76971743681201,0.180598661729586,9.7991724847986,1.13511744660384e-22,3.48529703997946e-19,"up","ENSG00000186377",260293
"2","FMO3",771.588274216933,3.75554974695786,0.421090134596992,8.91863626905473,4.72065027024422e-19,6.76406241722394e-16,"up","ENSG00000007933",2328
"3","LOXL1",290.188341912546,2.16186598893441,0.264148921774082,8.18426959464703,2.73960151935903e-16,1.96274184851946e-13,"up","ENSG00000129038",4016
"4","COMTD1",759.418347623019,1.04522282273808,0.133383493729874,7.83622316007745,4.64300392825865e-15,2.69708333594765e-12,"none","ENSG00000165644",118881
"5","SLC34A2",313.957490130948,2.16808554668736,0.280919488929596,7.7178182081583,1.18337815843345e-14,5.91496436260699e-12,"up","ENSG00000157765",10568
"6","SGPP2",212.872623186193,2.36669413663225,0.311787917306506,7.59071793762182,3.1813780698663e-14,1.45483742246035e-11,"up","ENSG00000163082",130367
"7","HS3ST6",110.982259915009,1.44808484721989,0.196739218015966,7.36042799103924,1.83321504848719e-13,6.67818492154833e-11,"none","ENSG00000162040",64711
"8","HS3ST6",110.982259915009,1.44808484721989,0.196739218015966,7.36042799103924,1.83321504848719e-13,6.67818492154833e-11,"none","ENSG00000276333",64711
"9","CERS4",728.270882535807,0.811130828662099,0.110870450655591,7.31602355601313,2.5542684437407e-13,9.06769929397866e-11,"none","ENSG00000090661",79603
"10","C3",3782.4315910674,1.57134132551791,0.215959823567412,7.27608172465198,3.43655449324297e-13,1.19132041489147e-10,"up","ENSG00000125730",718
"11","P4HA1",1135.64975003569,-1.76873059291198,0.244555010763762,-7.23244470595026,4.743758116399e-13,1.61837449517085e-10,"down","ENSG00000122884",5033
"12","SLC5A3",746.883959457723,-1.11127857478767,0.158394501039327,-7.01589112940075,2.28487924341265e-12,6.54785461048908e-10,"none","ENSG00000198743",6526
"13","UCP2",804.376357718776,2.65891186301925,0.381891162450975,6.96248597625139,3.3431988686258e-12,9.21222734402236e-10,"up","ENSG00000175567",7351
"14","FUT2",205.169675571553,1.93280103420959,0.285538937680301,6.76895785181363,1.29713320589929e-11,3.27991576404628e-09,"up","ENSG00000176920",2524
"15","CLIC3",1103.58217045164,1.65658672088978,0.245889988432678,6.73710520484787,1.615731974133e-11,3.99160084138396e-09,"up","ENSG00000169583",9022
"16","EPHX1",1351.41809336239,0.845956488878531,0.125758549320211,6.72683084729713,1.73398115243309e-11,4.18746706845442e-09,"none","ENSG00000143819",2052
"17","CLIC5",23.8173575439812,3.44931836449026,0.519349863902084,6.64160829575298,3.10278647930121e-11,7.01980945259169e-09,"up","ENSG00000112782",53405
"18","ATP13A5",48.0265278200397,4.54519233986834,0.684586153973827,6.63932846652652,3.15115476682171e-11,7.05497597951032e-09,"up","ENSG00000187527",344905
"19","CACNA1G",57.4930016852643,2.95963409861016,0.457484236589707,6.46936847632741,9.8413346606004e-11,1.88856969518111e-08,"up","ENSG00000006283",8913
"20","ALDH2",58.8834708744185,1.95782428463891,0.303983024839295,6.44057109989594,1.19024781581291e-10,2.2245214178493e-08,"up","ENSG00000111275",217
"21","ALDH1A1",954.96974227058,2.25771778255273,0.350720571451848,6.43736913750639,1.2156204864425e-10,2.23310522351355e-08,"up","ENSG00000165092",216
"22","LOX",321.88881905716,-1.89107044902094,0.295476501670876,-6.40007052448237,1.55305200136314e-10,2.8050207281763e-08,"down","ENSG00000113083",4015
"23","ASPH",2053.71540137414,-1.09441803569623,0.171269710497989,-6.39002677422685,1.65856711783442e-10,2.94608124492688e-08,"none","ENSG00000198363",444
"24","GCNT3",520.423755611126,1.9594383008735,0.308049149374334,6.36079763522552,2.0070873032088e-10,3.45106619262933e-08,"up","ENSG00000140297",9245
"25","CES1",302.506621575407,2.64913923134608,0.419875236741875,6.3093485862675,2.80212351798031e-10,4.74220793479928e-08,"up","ENSG00000198848",1066
"26","CES1",302.506621575407,2.64913923134608,0.419875236741875,6.3093485862675,2.80212351798031e-10,4.74220793479928e-08,"up","ENSG00000262243",1066
"27","KCNK12",42.5182800764788,3.18767449248577,0.508385231200318,6.27019491687346,3.60596419731265e-10,6.00798360409618e-08,"up","ENSG00000184261",56660
"28","HAS3",930.478062367438,-1.36143143555722,0.218122988459561,-6.24157703491957,4.33181003439957e-10,7.05330250525378e-08,"none","ENSG00000103044",3038
"29","ADH1C",31.9317370665665,2.85541974003009,0.465874061595086,6.12916660406794,8.834058286773e-10,1.30048229286036e-07,"up","ENSG00000248144",126
"30","FBP1",23.4878561843516,2.90779445682333,0.481589166533111,6.03791500908566,1.56118250234914e-09,2.15092920019168e-07,"up","ENSG00000165140",2203
"31","PGM2",1339.90608145249,-0.718142811463386,0.119363271748706,-6.01644711092775,1.78286711376893e-09,2.41001024378841e-07,"none","ENSG00000169299",55276
"32","HMGCS2",159.812741875392,2.4707808249968,0.411983435122719,5.99728196416642,2.00647497504252e-09,2.66204732336968e-07,"up","ENSG00000134240",3158
