"","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","ENSEMBL","ENTREZID"
"1","TYMP",1612.9949337859,1.58066642418028,0.221580454585915,7.13360042127449,9.77769129402616e-13,2.69049472107287e-09,"up","ENSG00000025708",1890
"2","CLIC3",989.893393932189,1.21811334195617,0.183691177004333,6.63131110498268,3.32718133853932e-11,4.99379671811674e-08,"none","ENSG00000169583",9022
"3","SCNN1D",113.169528955859,1.66628644444353,0.256869633014272,6.48689541418449,8.76231172984902e-11,1.03332690471291e-07,"up","ENSG00000162572",6339
"4","SCNN1B",48.2474809637938,2.39881702785496,0.384198602193432,6.2436901492089,4.27366198202826e-10,3.0677460575342e-07,"up","ENSG00000168447",6338
"5","MAN2C1",1491.67990086808,0.720836433499658,0.119146401643704,6.05000590496432,1.44840525042005e-09,7.9710568948117e-07,"none","ENSG00000140400",4123
"6","ABCD1",432.924934207215,0.856073809093491,0.142850483113733,5.99279603704185,2.06263485726513e-09,9.84881129214874e-07,"none","ENSG00000101986",215
"7","CYP4F22",51.1134386855798,2.55449763005457,0.433867048740439,5.88774288683722,3.91505554595796e-09,1.57652602594551e-06,"up","ENSG00000171954",126410
"8","SLC4A3",1170.27400606797,0.562510086693385,0.0993473715828142,5.66205303403006,1.49572578856139e-08,4.18549707951672e-06,"none","ENSG00000114923",6508
"9","SDHD",1508.08983061373,-0.849678709182315,0.152101650968544,-5.58625566370765,2.32017595286174e-08,5.98532890339803e-06,"none","ENSG00000204370",6392
"10","GPT",69.5988394063255,1.34807037205477,0.242508454321903,5.55885928110927,2.71543510931684e-08,6.69758101850436e-06,"none","ENSG00000167701",2875
"11","STRA6",70.8129985076068,2.23306819186932,0.40659204778618,5.49215904252918,3.97049580902192e-08,9.23280081788055e-06,"up","ENSG00000137868",64220
"12","STRA6",70.8129985076068,2.23306819186932,0.40659204778618,5.49215904252918,3.97049580902192e-08,9.23280081788055e-06,"up","ENSG00000288257",64220
"13","FUT2",167.91025832362,1.33748119588003,0.2443605754939,5.47339190528883,4.41502231937319e-08,9.98520801271936e-06,"none","ENSG00000176920",2524
"14","ACSL5",73.5608396629566,1.82177240896239,0.337648991461317,5.3954623145116,6.83473374306711e-08,1.4466853089492e-05,"up","ENSG00000197142",51703
"15","GABRE",169.438458123368,3.52703369809319,0.656973583641893,5.36860809310063,7.93466296235652e-08,1.57832874106634e-05,"up","ENSG00000102287",2564
"16","CLCN7",2696.6681393121,0.851077344114073,0.16218421515506,5.24759664989826,1.54096212830831e-07,2.76535703677936e-05,"none","ENSG00000103249",1186
"17","OAS1",1687.90291543867,1.59155922658249,0.308880716295186,5.1526661996649,2.56808843757499e-07,3.81974235174441e-05,"up","ENSG00000089127",4938
"18","SGPP2",175.57344875227,1.82550842837687,0.356001099814996,5.12781682226695,2.9312143261193e-07,4.17192659691635e-05,"up","ENSG00000163082",130367
"19","ALOX12B",25.4997103226876,2.49798786522394,0.489096977088134,5.107346768111,3.26713847052103e-07,4.42134886461493e-05,"up","ENSG00000179477",242
"20","AMDHD2",640.749377662646,0.816716089232757,0.161325554826429,5.06253389372481,4.13720482686185e-07,5.20879675513222e-05,"none","ENSG00000162066",51005
"21","TRPM4",1060.71680595771,0.628001280310971,0.124079540138015,5.06127988234352,4.16451345655635e-07,5.20879675513222e-05,"none","ENSG00000130529",54795
"22","SMS",4678.14469303226,-0.503173832127735,0.100164112751931,-5.02349412682273,5.07397771423668e-07,6.13953361274498e-05,"none","ENSG00000102172",6611
"23","PLA2G4E",75.5534718791461,2.2617505415042,0.451345088388923,5.01113360860428,5.41103278560384e-07,6.13953361274498e-05,"up","ENSG00000188089",123745
"24","SULT2B1",208.537443260625,1.4268516449932,0.284222714687479,5.0201886452394,5.16207590945866e-07,6.13953361274498e-05,"none","ENSG00000088002",6820
"25","FUT3",507.910541797059,1.13882569454612,0.227104586226232,5.01454291817634,5.31596862335378e-07,6.13953361274498e-05,"none","ENSG00000171124",2525
"26","SLC33A1",305.121239576023,-0.797026667109065,0.159875970773722,-4.98528117297329,6.18717695887339e-07,6.67648964647057e-05,"none","ENSG00000169359",9197
"27","ATP12A",86.6854545179836,2.07481403537144,0.416940341306118,4.97628516557505,6.48161392548848e-07,6.90396425224612e-05,"up","ENSG00000075673",479
"28","HPRT1",1506.61378413641,-0.567156066776023,0.115090569059277,-4.92791087412134,8.31135119796097e-07,8.2167909148704e-05,"none","ENSG00000165704",3251
"29","PLA2G2F",188.865598960514,1.60329796773867,0.327720131733374,4.89227793013057,9.96755529540368e-07,9.44811016301109e-05,"up","ENSG00000158786",64600
